"","fixed.acidity","volatile.acidity","citric.acid","residual.sugar","chlorides","free.sulfur.dioxide","total.sulfur.dioxide","density","pH","sulphates","alcohol","quality","red","quality_group"
"5674",7.2,1,0,3,0.102,7,16,0.99586,3.43,0.46,10,5,1,"mid"
"5675",6.9,0.765,0.18,2.4,0.243,5.5,48,0.99612,3.4,0.6,10.3,6,1,"mid"
"5676",6.9,0.635,0.17,2.4,0.241,6,18,0.9961,3.4,0.59,10.3,6,1,"mid"
"5677",8.3,0.43,0.3,3.4,0.079,7,34,0.99788,3.36,0.61,10.5,5,1,"mid"
"5678",7.1,0.52,0.03,2.6,0.076,21,92,0.99745,3.5,0.6,9.8,5,1,"mid"
"5679",7,0.57,0,2,0.19,12,45,0.99676,3.31,0.6,9.4,6,1,"mid"
"5680",6.5,0.46,0.14,2.4,0.114,9,37,0.99732,3.66,0.65,9.8,5,1,"mid"
"5681",9,0.82,0.05,2.4,0.081,26,96,0.99814,3.36,0.53,10,5,1,"mid"
"5682",6.5,0.46,0.14,2.4,0.114,9,37,0.99732,3.66,0.65,9.8,5,1,"mid"
"5683",7.1,0.59,0.01,2.5,0.077,20,85,0.99746,3.55,0.59,9.8,5,1,"mid"
"5684",9.9,0.35,0.41,2.3,0.083,11,61,0.9982,3.21,0.5,9.5,5,1,"mid"
"5685",9.9,0.35,0.41,2.3,0.083,11,61,0.9982,3.21,0.5,9.5,5,1,"mid"
"5686",10,0.56,0.24,2.2,0.079,19,58,0.9991,3.18,0.56,10.1,6,1,"mid"
"5687",10,0.56,0.24,2.2,0.079,19,58,0.9991,3.18,0.56,10.1,6,1,"mid"
"5688",8.6,0.63,0.17,2.9,0.099,21,119,0.998,3.09,0.52,9.3,5,1,"mid"
"5689",7.4,0.37,0.43,2.6,0.082,18,82,0.99708,3.33,0.68,9.7,6,1,"mid"
"5690",8.8,0.64,0.17,2.9,0.084,25,130,0.99818,3.23,0.54,9.6,5,1,"mid"
"5691",7.1,0.61,0.02,2.5,0.081,17,87,0.99745,3.48,0.6,9.7,6,1,"mid"
"5692",7.7,0.6,0,2.6,0.055,7,13,0.99639,3.38,0.56,10.8,5,1,"mid"
"5693",10.1,0.27,0.54,2.3,0.065,7,26,0.99531,3.17,0.53,12.5,6,1,"mid"
"5694",10.8,0.89,0.3,2.6,0.132,7,60,0.99786,2.99,1.18,10.2,5,1,"mid"
"5695",8.7,0.46,0.31,2.5,0.126,24,64,0.99746,3.1,0.74,9.6,5,1,"mid"
"5696",9.3,0.37,0.44,1.6,0.038,21,42,0.99526,3.24,0.81,10.8,7,1,"hi"
"5697",9.4,0.5,0.34,3.6,0.082,5,14,0.9987,3.29,0.52,10.7,6,1,"mid"
"5698",9.4,0.5,0.34,3.6,0.082,5,14,0.9987,3.29,0.52,10.7,6,1,"mid"
"5699",7.2,0.61,0.08,4,0.082,26,108,0.99641,3.25,0.51,9.4,5,1,"mid"
"5700",8.6,0.55,0.09,3.3,0.068,8,17,0.99735,3.23,0.44,10,5,1,"mid"
"5701",5.1,0.585,0,1.7,0.044,14,86,0.99264,3.56,0.94,12.9,7,1,"hi"
"5702",7.7,0.56,0.08,2.5,0.114,14,46,0.9971,3.24,0.66,9.6,6,1,"mid"
"5703",8.4,0.52,0.22,2.7,0.084,4,18,0.99682,3.26,0.57,9.9,6,1,"mid"
"5704",8.2,0.28,0.4,2.4,0.052,4,10,0.99356,3.33,0.7,12.8,7,1,"hi"
"5705",8.4,0.25,0.39,2,0.041,4,10,0.99386,3.27,0.71,12.5,7,1,"hi"
"5706",8.2,0.28,0.4,2.4,0.052,4,10,0.99356,3.33,0.7,12.8,7,1,"hi"
"5707",7.4,0.53,0.12,1.9,0.165,4,12,0.99702,3.26,0.86,9.2,5,1,"mid"
"5708",7.6,0.48,0.31,2.8,0.07,4,15,0.99693,3.22,0.55,10.3,6,1,"mid"
"5709",7.3,0.49,0.1,2.6,0.068,4,14,0.99562,3.3,0.47,10.5,5,1,"mid"
"5710",12.9,0.5,0.55,2.8,0.072,7,24,1.00012,3.09,0.68,10.9,6,1,"mid"
"5711",10.8,0.45,0.33,2.5,0.099,20,38,0.99818,3.24,0.71,10.8,5,1,"mid"
"5712",6.9,0.39,0.24,2.1,0.102,4,7,0.99462,3.44,0.58,11.4,4,1,"lo"
"5713",12.6,0.41,0.54,2.8,0.103,19,41,0.99939,3.21,0.76,11.3,6,1,"mid"
"5714",10.8,0.45,0.33,2.5,0.099,20,38,0.99818,3.24,0.71,10.8,5,1,"mid"
"5715",9.8,0.51,0.19,3.2,0.081,8,30,0.9984,3.23,0.58,10.5,6,1,"mid"
"5716",10.8,0.29,0.42,1.6,0.084,19,27,0.99545,3.28,0.73,11.9,6,1,"mid"
"5717",7.1,0.715,0,2.35,0.071,21,47,0.99632,3.29,0.45,9.4,5,1,"mid"
"5718",9.1,0.66,0.15,3.2,0.097,9,59,0.99976,3.28,0.54,9.6,5,1,"mid"
"5719",7,0.685,0,1.9,0.099,9,22,0.99606,3.34,0.6,9.7,5,1,"mid"
"5720",4.9,0.42,0,2.1,0.048,16,42,0.99154,3.71,0.74,14,7,1,"hi"
"5721",6.7,0.54,0.13,2,0.076,15,36,0.9973,3.61,0.64,9.8,5,1,"mid"
"5722",6.7,0.54,0.13,2,0.076,15,36,0.9973,3.61,0.64,9.8,5,1,"mid"
"5723",7.1,0.48,0.28,2.8,0.068,6,16,0.99682,3.24,0.53,10.3,5,1,"mid"
"5724",7.1,0.46,0.14,2.8,0.076,15,37,0.99624,3.36,0.49,10.7,5,1,"mid"
"5725",7.5,0.27,0.34,2.3,0.05,4,8,0.9951,3.4,0.64,11,7,1,"hi"
"5726",7.1,0.46,0.14,2.8,0.076,15,37,0.99624,3.36,0.49,10.7,5,1,"mid"
"5727",7.8,0.57,0.09,2.3,0.065,34,45,0.99417,3.46,0.74,12.7,8,1,"hi"
"5728",5.9,0.61,0.08,2.1,0.071,16,24,0.99376,3.56,0.77,11.1,6,1,"mid"
"5729",7.5,0.685,0.07,2.5,0.058,5,9,0.99632,3.38,0.55,10.9,4,1,"lo"
"5730",5.9,0.61,0.08,2.1,0.071,16,24,0.99376,3.56,0.77,11.1,6,1,"mid"
"5731",10.4,0.44,0.42,1.5,0.145,34,48,0.99832,3.38,0.86,9.9,3,1,"lo"
"5732",11.6,0.47,0.44,1.6,0.147,36,51,0.99836,3.38,0.86,9.9,4,1,"lo"
"5733",8.8,0.685,0.26,1.6,0.088,16,23,0.99694,3.32,0.47,9.4,5,1,"mid"
"5734",7.6,0.665,0.1,1.5,0.066,27,55,0.99655,3.39,0.51,9.3,5,1,"mid"
"5735",6.7,0.28,0.28,2.4,0.012,36,100,0.99064,3.26,0.39,11.7,7,1,"hi"
"5736",6.7,0.28,0.28,2.4,0.012,36,100,0.99064,3.26,0.39,11.7,7,1,"hi"
"5737",10.1,0.31,0.35,1.6,0.075,9,28,0.99672,3.24,0.83,11.2,7,1,"hi"
"5738",6,0.5,0.04,2.2,0.092,13,26,0.99647,3.46,0.47,10,5,1,"mid"
"5739",11.1,0.42,0.47,2.65,0.085,9,34,0.99736,3.24,0.77,12.1,7,1,"hi"
"5740",6.6,0.66,0,3,0.115,21,31,0.99629,3.45,0.63,10.3,5,1,"mid"
"5741",10.6,0.5,0.45,2.6,0.119,34,68,0.99708,3.23,0.72,10.9,6,1,"mid"
"5742",7.1,0.685,0.35,2,0.088,9,92,0.9963,3.28,0.62,9.4,5,1,"mid"
"5743",9.9,0.25,0.46,1.7,0.062,26,42,0.9959,3.18,0.83,10.6,6,1,"mid"
"5744",6.4,0.64,0.21,1.8,0.081,14,31,0.99689,3.59,0.66,9.8,5,1,"mid"
"5745",6.4,0.64,0.21,1.8,0.081,14,31,0.99689,3.59,0.66,9.8,5,1,"mid"
"5746",7.4,0.68,0.16,1.8,0.078,12,39,0.9977,3.5,0.7,9.9,6,1,"mid"
"5747",6.4,0.64,0.21,1.8,0.081,14,31,0.99689,3.59,0.66,9.8,5,1,"mid"
"5748",6.4,0.63,0.21,1.6,0.08,12,32,0.99689,3.58,0.66,9.8,5,1,"mid"
"5749",9.3,0.43,0.44,1.9,0.085,9,22,0.99708,3.28,0.55,9.5,5,1,"mid"
"5750",9.3,0.43,0.44,1.9,0.085,9,22,0.99708,3.28,0.55,9.5,5,1,"mid"
"5751",8,0.42,0.32,2.5,0.08,26,122,0.99801,3.22,1.07,9.7,5,1,"mid"
"5752",9.3,0.36,0.39,1.5,0.08,41,55,0.99652,3.47,0.73,10.9,6,1,"mid"
"5753",9.3,0.36,0.39,1.5,0.08,41,55,0.99652,3.47,0.73,10.9,6,1,"mid"
"5754",7.6,0.735,0.02,2.5,0.071,10,14,0.99538,3.51,0.71,11.7,7,1,"hi"
"5755",9.3,0.36,0.39,1.5,0.08,41,55,0.99652,3.47,0.73,10.9,6,1,"mid"
"5756",8.2,0.26,0.34,2.5,0.073,16,47,0.99594,3.4,0.78,11.3,7,1,"hi"
"5757",11.7,0.28,0.47,1.7,0.054,17,32,0.99686,3.15,0.67,10.6,7,1,"hi"
"5758",6.8,0.56,0.22,1.8,0.074,15,24,0.99438,3.4,0.82,11.2,6,1,"mid"
"5759",7.2,0.62,0.06,2.7,0.077,15,85,0.99746,3.51,0.54,9.5,5,1,"mid"
"5760",5.8,1.01,0.66,2,0.039,15,88,0.99357,3.66,0.6,11.5,6,1,"mid"
"5761",7.5,0.42,0.32,2.7,0.067,7,25,0.99628,3.24,0.44,10.4,5,1,"mid"
"5762",7.2,0.62,0.06,2.5,0.078,17,84,0.99746,3.51,0.53,9.7,5,1,"mid"
"5763",7.2,0.62,0.06,2.7,0.077,15,85,0.99746,3.51,0.54,9.5,5,1,"mid"
"5764",7.2,0.635,0.07,2.6,0.077,16,86,0.99748,3.51,0.54,9.7,5,1,"mid"
"5765",6.8,0.49,0.22,2.3,0.071,13,24,0.99438,3.41,0.83,11.3,6,1,"mid"
"5766",6.9,0.51,0.23,2,0.072,13,22,0.99438,3.4,0.84,11.2,6,1,"mid"
"5767",6.8,0.56,0.22,1.8,0.074,15,24,0.99438,3.4,0.82,11.2,6,1,"mid"
"5768",7.6,0.63,0.03,2,0.08,27,43,0.99578,3.44,0.64,10.9,6,1,"mid"
"5769",7.7,0.715,0.01,2.1,0.064,31,43,0.99371,3.41,0.57,11.8,6,1,"mid"
"5770",6.9,0.56,0.03,1.5,0.086,36,46,0.99522,3.53,0.57,10.6,5,1,"mid"
"5771",7.3,0.35,0.24,2,0.067,28,48,0.99576,3.43,0.54,10,4,1,"lo"
"5772",9.1,0.21,0.37,1.6,0.067,6,10,0.99552,3.23,0.58,11.1,7,1,"hi"
"5773",10.4,0.38,0.46,2.1,0.104,6,10,0.99664,3.12,0.65,11.8,7,1,"hi"
"5774",8.8,0.31,0.4,2.8,0.109,7,16,0.99614,3.31,0.79,11.8,7,1,"hi"
"5775",7.1,0.47,0,2.2,0.067,7,14,0.99517,3.4,0.58,10.9,4,1,"lo"
"5776",7.7,0.715,0.01,2.1,0.064,31,43,0.99371,3.41,0.57,11.8,6,1,"mid"
"5777",8.8,0.61,0.19,4,0.094,30,69,0.99787,3.22,0.5,10,6,1,"mid"
"5778",7.2,0.6,0.04,2.5,0.076,18,88,0.99745,3.53,0.55,9.5,5,1,"mid"
"5779",9.2,0.56,0.18,1.6,0.078,10,21,0.99576,3.15,0.49,9.9,5,1,"mid"
"5780",7.6,0.715,0,2.1,0.068,30,35,0.99533,3.48,0.65,11.4,6,1,"mid"
"5781",8.4,0.31,0.29,3.1,0.194,14,26,0.99536,3.22,0.78,12,6,1,"mid"
"5782",7.2,0.6,0.04,2.5,0.076,18,88,0.99745,3.53,0.55,9.5,5,1,"mid"
"5783",8.8,0.61,0.19,4,0.094,30,69,0.99787,3.22,0.5,10,6,1,"mid"
"5784",8.9,0.75,0.14,2.5,0.086,9,30,0.99824,3.34,0.64,10.5,5,1,"mid"
"5785",9,0.8,0.12,2.4,0.083,8,28,0.99836,3.33,0.65,10.4,6,1,"mid"
"5786",10.7,0.52,0.38,2.6,0.066,29,56,0.99577,3.15,0.79,12.1,7,1,"hi"
"5787",6.8,0.57,0,2.5,0.072,32,64,0.99491,3.43,0.56,11.2,6,1,"mid"
"5788",10.7,0.9,0.34,6.6,0.112,23,99,1.00289,3.22,0.68,9.3,5,1,"mid"
"5789",7.2,0.34,0.24,2,0.071,30,52,0.99576,3.44,0.58,10.1,5,1,"mid"
"5790",7.2,0.66,0.03,2.3,0.078,16,86,0.99743,3.53,0.57,9.7,5,1,"mid"
"5791",10.1,0.45,0.23,1.9,0.082,10,18,0.99774,3.22,0.65,9.3,6,1,"mid"
"5792",7.2,0.66,0.03,2.3,0.078,16,86,0.99743,3.53,0.57,9.7,5,1,"mid"
"5793",7.2,0.63,0.03,2.2,0.08,17,88,0.99745,3.53,0.58,9.8,6,1,"mid"
"5794",7.1,0.59,0.01,2.3,0.08,27,43,0.9955,3.42,0.58,10.7,6,1,"mid"
"5795",8.3,0.31,0.39,2.4,0.078,17,43,0.99444,3.31,0.77,12.5,7,1,"hi"
"5796",7.1,0.59,0.01,2.3,0.08,27,43,0.9955,3.42,0.58,10.7,6,1,"mid"
"5797",8.3,0.31,0.39,2.4,0.078,17,43,0.99444,3.31,0.77,12.5,7,1,"hi"
"5798",8.3,1.02,0.02,3.4,0.084,6,11,0.99892,3.48,0.49,11,3,1,"lo"
"5799",8.9,0.31,0.36,2.6,0.056,10,39,0.99562,3.4,0.69,11.8,5,1,"mid"
"5800",7.4,0.635,0.1,2.4,0.08,16,33,0.99736,3.58,0.69,10.8,7,1,"hi"
"5801",7.4,0.635,0.1,2.4,0.08,16,33,0.99736,3.58,0.69,10.8,7,1,"hi"
"5802",6.8,0.59,0.06,6,0.06,11,18,0.9962,3.41,0.59,10.8,7,1,"hi"
"5803",6.8,0.59,0.06,6,0.06,11,18,0.9962,3.41,0.59,10.8,7,1,"hi"
"5804",9.2,0.58,0.2,3,0.081,15,115,0.998,3.23,0.59,9.5,5,1,"mid"
"5805",7.2,0.54,0.27,2.6,0.084,12,78,0.9964,3.39,0.71,11,5,1,"mid"
"5806",6.1,0.56,0,2.2,0.079,6,9,0.9948,3.59,0.54,11.5,6,1,"mid"
"5807",7.4,0.52,0.13,2.4,0.078,34,61,0.99528,3.43,0.59,10.8,6,1,"mid"
"5808",7.3,0.305,0.39,1.2,0.059,7,11,0.99331,3.29,0.52,11.5,6,1,"mid"
"5809",9.3,0.38,0.48,3.8,0.132,3,11,0.99577,3.23,0.57,13.2,6,1,"mid"
"5810",9.1,0.28,0.46,9,0.114,3,9,0.99901,3.18,0.6,10.9,6,1,"mid"
"5811",10,0.46,0.44,2.9,0.065,4,8,0.99674,3.33,0.62,12.2,6,1,"mid"
"5812",9.4,0.395,0.46,4.6,0.094,3,10,0.99639,3.27,0.64,12.2,7,1,"hi"
"5813",7.3,0.305,0.39,1.2,0.059,7,11,0.99331,3.29,0.52,11.5,6,1,"mid"
"5814",8.6,0.315,0.4,2.2,0.079,3,6,0.99512,3.27,0.67,11.9,6,1,"mid"
"5815",5.3,0.715,0.19,1.5,0.161,7,62,0.99395,3.62,0.61,11,5,1,"mid"
"5816",6.8,0.41,0.31,8.8,0.084,26,45,0.99824,3.38,0.64,10.1,6,1,"mid"
"5817",8.4,0.36,0.32,2.2,0.081,32,79,0.9964,3.3,0.72,11,6,1,"mid"
"5818",8.4,0.62,0.12,1.8,0.072,38,46,0.99504,3.38,0.89,11.8,6,1,"mid"
"5819",9.6,0.41,0.37,2.3,0.091,10,23,0.99786,3.24,0.56,10.5,5,1,"mid"
"5820",8.4,0.36,0.32,2.2,0.081,32,79,0.9964,3.3,0.72,11,6,1,"mid"
"5821",8.4,0.62,0.12,1.8,0.072,38,46,0.99504,3.38,0.89,11.8,6,1,"mid"
"5822",6.8,0.41,0.31,8.8,0.084,26,45,0.99824,3.38,0.64,10.1,6,1,"mid"
"5823",8.6,0.47,0.27,2.3,0.055,14,28,0.99516,3.18,0.8,11.2,5,1,"mid"
"5824",8.6,0.22,0.36,1.9,0.064,53,77,0.99604,3.47,0.87,11,7,1,"hi"
"5825",9.4,0.24,0.33,2.3,0.061,52,73,0.99786,3.47,0.9,10.2,6,1,"mid"
"5826",8.4,0.67,0.19,2.2,0.093,11,75,0.99736,3.2,0.59,9.2,4,1,"lo"
"5827",8.6,0.47,0.27,2.3,0.055,14,28,0.99516,3.18,0.8,11.2,5,1,"mid"
"5828",8.7,0.33,0.38,3.3,0.063,10,19,0.99468,3.3,0.73,12,7,1,"hi"
"5829",6.6,0.61,0.01,1.9,0.08,8,25,0.99746,3.69,0.73,10.5,5,1,"mid"
"5830",7.4,0.61,0.01,2,0.074,13,38,0.99748,3.48,0.65,9.8,5,1,"mid"
"5831",7.6,0.4,0.29,1.9,0.078,29,66,0.9971,3.45,0.59,9.5,6,1,"mid"
"5832",7.4,0.61,0.01,2,0.074,13,38,0.99748,3.48,0.65,9.8,5,1,"mid"
"5833",6.6,0.61,0.01,1.9,0.08,8,25,0.99746,3.69,0.73,10.5,5,1,"mid"
"5834",8.8,0.3,0.38,2.3,0.06,19,72,0.99543,3.39,0.72,11.8,6,1,"mid"
"5835",8.8,0.3,0.38,2.3,0.06,19,72,0.99543,3.39,0.72,11.8,6,1,"mid"
"5836",12,0.63,0.5,1.4,0.071,6,26,0.99791,3.07,0.6,10.4,4,1,"lo"
"5837",7.2,0.38,0.38,2.8,0.068,23,42,0.99356,3.34,0.72,12.9,7,1,"hi"
"5838",6.2,0.46,0.17,1.6,0.073,7,11,0.99425,3.61,0.54,11.4,5,1,"mid"
"5839",9.6,0.33,0.52,2.2,0.074,13,25,0.99509,3.36,0.76,12.4,7,1,"hi"
"5840",9.9,0.27,0.49,5,0.082,9,17,0.99484,3.19,0.52,12.5,7,1,"hi"
"5841",10.1,0.43,0.4,2.6,0.092,13,52,0.99834,3.22,0.64,10,7,1,"hi"
"5842",9.8,0.5,0.34,2.3,0.094,10,45,0.99864,3.24,0.6,9.7,7,1,"hi"
"5843",8.3,0.3,0.49,3.8,0.09,11,24,0.99498,3.27,0.64,12.1,7,1,"hi"
"5844",10.2,0.44,0.42,2,0.071,7,20,0.99566,3.14,0.79,11.1,7,1,"hi"
"5845",10.2,0.44,0.58,4.1,0.092,11,24,0.99745,3.29,0.99,12,7,1,"hi"
"5846",8.3,0.28,0.48,2.1,0.093,6,12,0.99408,3.26,0.62,12.4,7,1,"hi"
"5847",8.9,0.12,0.45,1.8,0.075,10,21,0.99552,3.41,0.76,11.9,7,1,"hi"
"5848",8.9,0.12,0.45,1.8,0.075,10,21,0.99552,3.41,0.76,11.9,7,1,"hi"
"5849",8.9,0.12,0.45,1.8,0.075,10,21,0.99552,3.41,0.76,11.9,7,1,"hi"
"5850",8.3,0.28,0.48,2.1,0.093,6,12,0.99408,3.26,0.62,12.4,7,1,"hi"
"5851",8.2,0.31,0.4,2.2,0.058,6,10,0.99536,3.31,0.68,11.2,7,1,"hi"
"5852",10.2,0.34,0.48,2.1,0.052,5,9,0.99458,3.2,0.69,12.1,7,1,"hi"
"5853",7.6,0.43,0.4,2.7,0.082,6,11,0.99538,3.44,0.54,12.2,6,1,"mid"
"5854",8.5,0.21,0.52,1.9,0.09,9,23,0.99648,3.36,0.67,10.4,5,1,"mid"
"5855",9,0.36,0.52,2.1,0.111,5,10,0.99568,3.31,0.62,11.3,6,1,"mid"
"5856",9.5,0.37,0.52,2,0.088,12,51,0.99613,3.29,0.58,11.1,6,1,"mid"
"5857",6.4,0.57,0.12,2.3,0.12,25,36,0.99519,3.47,0.71,11.3,7,1,"hi"
"5858",8,0.59,0.05,2,0.089,12,32,0.99735,3.36,0.61,10,5,1,"mid"
"5859",8.5,0.47,0.27,1.9,0.058,18,38,0.99518,3.16,0.85,11.1,6,1,"mid"
"5860",7.1,0.56,0.14,1.6,0.078,7,18,0.99592,3.27,0.62,9.3,5,1,"mid"
"5861",6.6,0.57,0.02,2.1,0.115,6,16,0.99654,3.38,0.69,9.5,5,1,"mid"
"5862",8.8,0.27,0.39,2,0.1,20,27,0.99546,3.15,0.69,11.2,6,1,"mid"
"5863",8.5,0.47,0.27,1.9,0.058,18,38,0.99518,3.16,0.85,11.1,6,1,"mid"
"5864",8.3,0.34,0.4,2.4,0.065,24,48,0.99554,3.34,0.86,11,6,1,"mid"
"5865",9,0.38,0.41,2.4,0.103,6,10,0.99604,3.13,0.58,11.9,7,1,"hi"
"5866",8.5,0.66,0.2,2.1,0.097,23,113,0.99733,3.13,0.48,9.2,5,1,"mid"
"5867",9,0.4,0.43,2.4,0.068,29,46,0.9943,3.2,0.6,12.2,6,1,"mid"
"5868",6.7,0.56,0.09,2.9,0.079,7,22,0.99669,3.46,0.61,10.2,5,1,"mid"
"5869",10.4,0.26,0.48,1.9,0.066,6,10,0.99724,3.33,0.87,10.9,6,1,"mid"
"5870",10.4,0.26,0.48,1.9,0.066,6,10,0.99724,3.33,0.87,10.9,6,1,"mid"
"5871",10.1,0.38,0.5,2.4,0.104,6,13,0.99643,3.22,0.65,11.6,7,1,"hi"
"5872",8.5,0.34,0.44,1.7,0.079,6,12,0.99605,3.52,0.63,10.7,5,1,"mid"
"5873",8.8,0.33,0.41,5.9,0.073,7,13,0.99658,3.3,0.62,12.1,7,1,"hi"
"5874",7.2,0.41,0.3,2.1,0.083,35,72,0.997,3.44,0.52,9.4,5,1,"mid"
"5875",7.2,0.41,0.3,2.1,0.083,35,72,0.997,3.44,0.52,9.4,5,1,"mid"
"5876",8.4,0.59,0.29,2.6,0.109,31,119,0.99801,3.15,0.5,9.1,5,1,"mid"
"5877",7,0.4,0.32,3.6,0.061,9,29,0.99416,3.28,0.49,11.3,7,1,"hi"
"5878",12.2,0.45,0.49,1.4,0.075,3,6,0.9969,3.13,0.63,10.4,5,1,"mid"
"5879",9.1,0.5,0.3,1.9,0.065,8,17,0.99774,3.32,0.71,10.5,6,1,"mid"
"5880",9.5,0.86,0.26,1.9,0.079,13,28,0.99712,3.25,0.62,10,5,1,"mid"
"5881",7.3,0.52,0.32,2.1,0.07,51,70,0.99418,3.34,0.82,12.9,6,1,"mid"
"5882",9.1,0.5,0.3,1.9,0.065,8,17,0.99774,3.32,0.71,10.5,6,1,"mid"
"5883",12.2,0.45,0.49,1.4,0.075,3,6,0.9969,3.13,0.63,10.4,5,1,"mid"
"5884",7.4,0.58,0,2,0.064,7,11,0.99562,3.45,0.58,11.3,6,1,"mid"
"5885",9.8,0.34,0.39,1.4,0.066,3,7,0.9947,3.19,0.55,11.4,7,1,"hi"
"5886",7.1,0.36,0.3,1.6,0.08,35,70,0.99693,3.44,0.5,9.4,5,1,"mid"
"5887",7.7,0.39,0.12,1.7,0.097,19,27,0.99596,3.16,0.49,9.4,5,1,"mid"
"5888",9.7,0.295,0.4,1.5,0.073,14,21,0.99556,3.14,0.51,10.9,6,1,"mid"
"5889",7.7,0.39,0.12,1.7,0.097,19,27,0.99596,3.16,0.49,9.4,5,1,"mid"
"5890",7.1,0.34,0.28,2,0.082,31,68,0.99694,3.45,0.48,9.4,5,1,"mid"
"5891",6.5,0.4,0.1,2,0.076,30,47,0.99554,3.36,0.48,9.4,6,1,"mid"
"5892",7.1,0.34,0.28,2,0.082,31,68,0.99694,3.45,0.48,9.4,5,1,"mid"
"5893",10,0.35,0.45,2.5,0.092,20,88,0.99918,3.15,0.43,9.4,5,1,"mid"
"5894",7.7,0.6,0.06,2,0.079,19,41,0.99697,3.39,0.62,10.1,6,1,"mid"
"5895",5.6,0.66,0,2.2,0.087,3,11,0.99378,3.71,0.63,12.8,7,1,"hi"
"5896",5.6,0.66,0,2.2,0.087,3,11,0.99378,3.71,0.63,12.8,7,1,"hi"
"5897",8.9,0.84,0.34,1.4,0.05,4,10,0.99554,3.12,0.48,9.1,6,1,"mid"
"5898",6.4,0.69,0,1.65,0.055,7,12,0.99162,3.47,0.53,12.9,6,1,"mid"
"5899",7.5,0.43,0.3,2.2,0.062,6,12,0.99495,3.44,0.72,11.5,7,1,"hi"
"5900",9.9,0.35,0.38,1.5,0.058,31,47,0.99676,3.26,0.82,10.6,7,1,"hi"
"5901",9.1,0.29,0.33,2.05,0.063,13,27,0.99516,3.26,0.84,11.7,7,1,"hi"
"5902",6.8,0.36,0.32,1.8,0.067,4,8,0.9928,3.36,0.55,12.8,7,1,"hi"
"5903",8.2,0.43,0.29,1.6,0.081,27,45,0.99603,3.25,0.54,10.3,5,1,"mid"
"5904",6.8,0.36,0.32,1.8,0.067,4,8,0.9928,3.36,0.55,12.8,7,1,"hi"
"5905",9.1,0.29,0.33,2.05,0.063,13,27,0.99516,3.26,0.84,11.7,7,1,"hi"
"5906",9.1,0.3,0.34,2,0.064,12,25,0.99516,3.26,0.84,11.7,7,1,"hi"
"5907",8.9,0.35,0.4,3.6,0.11,12,24,0.99549,3.23,0.7,12,7,1,"hi"
"5908",9.6,0.5,0.36,2.8,0.116,26,55,0.99722,3.18,0.68,10.9,5,1,"mid"
"5909",8.9,0.28,0.45,1.7,0.067,7,12,0.99354,3.25,0.55,12.3,7,1,"hi"
"5910",8.9,0.32,0.31,2,0.088,12,19,0.9957,3.17,0.55,10.4,6,1,"mid"
"5911",7.7,1.005,0.15,2.1,0.102,11,32,0.99604,3.23,0.48,10,5,1,"mid"
"5912",7.5,0.71,0,1.6,0.092,22,31,0.99635,3.38,0.58,10,6,1,"mid"
"5913",8,0.58,0.16,2,0.12,3,7,0.99454,3.22,0.58,11.2,6,1,"mid"
"5914",10.5,0.39,0.46,2.2,0.075,14,27,0.99598,3.06,0.84,11.4,6,1,"mid"
"5915",8.9,0.38,0.4,2.2,0.068,12,28,0.99486,3.27,0.75,12.6,7,1,"hi"
"5916",8,0.18,0.37,0.9,0.049,36,109,0.99007,2.89,0.44,12.7,6,1,"mid"
"5917",8,0.18,0.37,0.9,0.049,36,109,0.99007,2.89,0.44,12.7,6,1,"mid"
"5918",7,0.5,0.14,1.8,0.078,10,23,0.99636,3.53,0.61,10.4,5,1,"mid"
"5919",11.3,0.36,0.66,2.4,0.123,3,8,0.99642,3.2,0.53,11.9,6,1,"mid"
"5920",11.3,0.36,0.66,2.4,0.123,3,8,0.99642,3.2,0.53,11.9,6,1,"mid"
"5921",7,0.51,0.09,2.1,0.062,4,9,0.99584,3.35,0.54,10.5,5,1,"mid"
"5922",8.2,0.32,0.42,2.3,0.098,3,9,0.99506,3.27,0.55,12.3,6,1,"mid"
"5923",7.7,0.58,0.01,1.8,0.088,12,18,0.99568,3.32,0.56,10.5,7,1,"hi"
"5924",8.6,0.83,0,2.8,0.095,17,43,0.99822,3.33,0.6,10.4,6,1,"mid"
"5925",7.9,0.31,0.32,1.9,0.066,14,36,0.99364,3.41,0.56,12.6,6,1,"mid"
"5926",6.4,0.795,0,2.2,0.065,28,52,0.99378,3.49,0.52,11.6,5,1,"mid"
"5927",7.2,0.34,0.21,2.5,0.075,41,68,0.99586,3.37,0.54,10.1,6,1,"mid"
"5928",7.7,0.58,0.01,1.8,0.088,12,18,0.99568,3.32,0.56,10.5,7,1,"hi"
"5929",7.1,0.59,0,2.1,0.091,9,14,0.99488,3.42,0.55,11.5,7,1,"hi"
"5930",7.3,0.55,0.01,1.8,0.093,9,15,0.99514,3.35,0.58,11,7,1,"hi"
"5931",8.1,0.82,0,4.1,0.095,5,14,0.99854,3.36,0.53,9.6,5,1,"mid"
"5932",7.5,0.57,0.08,2.6,0.089,14,27,0.99592,3.3,0.59,10.4,6,1,"mid"
"5933",8.9,0.745,0.18,2.5,0.077,15,48,0.99739,3.2,0.47,9.7,6,1,"mid"
"5934",10.1,0.37,0.34,2.4,0.085,5,17,0.99683,3.17,0.65,10.6,7,1,"hi"
